Token,Round,Ataque,Resposta,Resultado
-MC4X5XeQ3uFbcfZ89Xk,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4X5XeQ3uFbcfZ89Xk%2F1%2F17694.aac?alt=media&token=c67877b6-aec7-4308-9b36-2f4c9d5e2bc2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4X5XeQ3uFbcfZ89Xk%2F1%2F8229.aac?alt=media&token=94e4ff2c-ec8e-4be7-a546-88798fcc7258,resposta
-MC4X5XeQ3uFbcfZ89Xk,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4X5XeQ3uFbcfZ89Xk%2F2%2F8229.aac?alt=media&token=d144d953-862e-4cf8-81a6-7061ef18d0fc,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4X5XeQ3uFbcfZ89Xk%2F2%2F17694.aac?alt=media&token=51a2936c-979d-4275-b087-c79cafee0ccd,resposta
-MC4X5XeQ3uFbcfZ89Xk,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4X5XeQ3uFbcfZ89Xk%2F3%2F17694.aac?alt=media&token=ba6095be-5954-42e2-88c1-e75b35017f41,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4X5XeQ3uFbcfZ89Xk%2F3%2F8229.aac?alt=media&token=ff500fc2-ae2d-4545-b191-a62db0be7e13,ataque
-MC4XEFPLUduuhyY0THZ,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XEFPLUduuhyY0THZ%2F1%2F174.aac?alt=media&token=e99c0b8b-2be4-4d85-906d-2a6912b9afff,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XEFPLUduuhyY0THZ%2F1%2F17762.aac?alt=media&token=3e22d66b-e2c2-484e-a1ff-667736305b80,ataque
-MC4XEFPLUduuhyY0THZ,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XEFPLUduuhyY0THZ%2F2%2F17762.aac?alt=media&token=9f08f9c6-e762-42d1-b6ab-5bc24dd483d9,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XEFPLUduuhyY0THZ%2F2%2F174.aac?alt=media&token=dfee1625-ad95-416c-8183-8a5b8fc40ccd,resposta
-MC4XH6I9vgPvYe7tnr8,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XH6I9vgPvYe7tnr8%2F1%2F11654.aac?alt=media&token=b99cf3eb-e821-484a-9f38-7e74331fb325,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XH6I9vgPvYe7tnr8%2F1%2F17741.aac?alt=media&token=3ed41ca3-0e04-4070-82cc-7d126bbfaafd,ataque
-MC4XH6I9vgPvYe7tnr8,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XH6I9vgPvYe7tnr8%2F2%2F17741.aac?alt=media&token=28f340c8-c917-46b2-8683-fd69616c31d9,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XH6I9vgPvYe7tnr8%2F2%2F11654.aac?alt=media&token=27700a16-d13b-47cd-88aa-9d61c4a9b6c3,resposta
-MC4XT5xbkXDHNHOBGhR,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XT5xbkXDHNHOBGhR%2F1%2F12709.aac?alt=media&token=0717d4a3-aa6a-44ab-abb4-2b695b7c429f,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XT5xbkXDHNHOBGhR%2F1%2F16582.aac?alt=media&token=fdabd98b-8e46-4af1-a051-dc15873bac95,resposta
-MC4XT5xbkXDHNHOBGhR,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XT5xbkXDHNHOBGhR%2F2%2F16582.aac?alt=media&token=5f302865-c451-42a8-a033-f5de6495069c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XT5xbkXDHNHOBGhR%2F2%2F12709.aac?alt=media&token=8abd0137-862f-4670-aa49-e25ac26425be,ataque
-MC4XXXwDOasVtShfaWU,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XXXwDOasVtShfaWU%2F1%2F12934.aac?alt=media&token=4d5c0772-bde3-47a3-a6fa-b588dfa5023c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XXXwDOasVtShfaWU%2F1%2F9525.aac?alt=media&token=a876cf54-5559-4cf5-9fdd-b057aa2d6d43,resposta
-MC4XXXwDOasVtShfaWU,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XXXwDOasVtShfaWU%2F2%2F9525.aac?alt=media&token=55e486a8-f7ac-4dd7-ae3d-dae63639d77f,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XXXwDOasVtShfaWU%2F2%2F12934.aac?alt=media&token=9fdb22ad-8e4b-4528-a4cc-26b1ac236911,ataque
-MC4XZ4iW5WVkzgIKMwA,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XZ4iW5WVkzgIKMwA%2F1%2F17751.aac?alt=media&token=af1020c3-11a5-414d-9e0d-1337c706a3ea,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XZ4iW5WVkzgIKMwA%2F1%2F17771.aac?alt=media&token=599af0b3-93c4-4acb-807d-b9dde6088045,ataque
-MC4XZ4iW5WVkzgIKMwA,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XZ4iW5WVkzgIKMwA%2F2%2F17771.aac?alt=media&token=63d95011-cf10-4937-add7-0ce48070b33d,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XZ4iW5WVkzgIKMwA%2F2%2F17751.aac?alt=media&token=645754b9-9b45-4b44-beda-9e7a2e9ed595,resposta
-MC4XldIlm8o6mYTl6w3,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XldIlm8o6mYTl6w3%2F1%2F17463.aac?alt=media&token=aaf6ff43-668c-4f7c-9d55-46b30c3670ab,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XldIlm8o6mYTl6w3%2F1%2F16148.aac?alt=media&token=f356ce1d-0c3a-4faa-90ad-d09de5d85b0b,ataque
-MC4XldIlm8o6mYTl6w3,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XldIlm8o6mYTl6w3%2F2%2F16148.aac?alt=media&token=107093db-e4ad-4185-afd1-b49a7a638bb4,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4XldIlm8o6mYTl6w3%2F2%2F17463.aac?alt=media&token=b0ff6b60-8884-4766-843b-83c3cef87d44,resposta
-MC4YQmqvB2AUMCs1_Y3,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YQmqvB2AUMCs1_Y3%2F1%2F4219.aac?alt=media&token=96756114-0eae-4c6f-bc4d-5ca7a629b736,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YQmqvB2AUMCs1_Y3%2F1%2F17222.aac?alt=media&token=f9403488-7d9f-4aa8-ac29-5ec11c6cabf0,ataque
-MC4YbEfJvcO8W0ar6_e,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YbEfJvcO8W0ar6_e%2F1%2F14279.aac?alt=media&token=c6584e29-d890-4c0d-8f80-236106048c7d,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YbEfJvcO8W0ar6_e%2F1%2F1932.aac?alt=media&token=0b981b4c-2acc-45db-9d6f-e85eaa53b602,ataque
-MC4YbEfJvcO8W0ar6_e,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YbEfJvcO8W0ar6_e%2F2%2F1932.aac?alt=media&token=ee002ccc-054b-40c3-bb48-4ea5d4fadd3f,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YbEfJvcO8W0ar6_e%2F2%2F14279.aac?alt=media&token=f7811853-dd47-49e5-b1db-71f430b17455,ataque
-MC4YbEfJvcO8W0ar6_e,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YbEfJvcO8W0ar6_e%2F3%2F1932.aac?alt=media&token=32e8f871-fee8-43e0-898b-6af98bff88d0,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YbEfJvcO8W0ar6_e%2F3%2F14279.aac?alt=media&token=eb256daf-f3ab-468b-a660-119247015fb7,ataque
-MC4YcN9LDBRnac2CvnU,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YcN9LDBRnac2CvnU%2F1%2F17667.aac?alt=media&token=b8d6af4a-f74d-47c9-a5b0-3d9ea4002c3c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YcN9LDBRnac2CvnU%2F1%2F7788.aac?alt=media&token=755e993a-8205-47a5-9e2e-eb7c3e070f17,resposta
-MC4YcN9LDBRnac2CvnU,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YcN9LDBRnac2CvnU%2F2%2F7788.aac?alt=media&token=137a2306-64d6-48ab-9889-9794cef6ef22,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YcN9LDBRnac2CvnU%2F2%2F17667.aac?alt=media&token=8220da65-d8b7-44ae-ad1e-d80b41817fe5,ataque
-MC4YddQwNR67Y2nrj5k,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YddQwNR67Y2nrj5k%2F1%2F15464.aac?alt=media&token=186cb816-6902-412b-9816-8e4a677bd15d,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YddQwNR67Y2nrj5k%2F1%2F17778.aac?alt=media&token=61c174f4-9359-4c37-8c24-a1f7b5333888,resposta
-MC4Yj4DW2sFBYLgMXmt,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Yj4DW2sFBYLgMXmt%2F1%2F17779.aac?alt=media&token=2c399487-e3e6-4958-ad5a-63618ae6787b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Yj4DW2sFBYLgMXmt%2F1%2F17518.aac?alt=media&token=93ef1952-4d27-4124-b44d-28fa646dc2f5,resposta
-MC4Yj4DW2sFBYLgMXmt,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Yj4DW2sFBYLgMXmt%2F2%2F17518.aac?alt=media&token=a04c1df5-2481-4389-811a-0ddbb02200fd,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Yj4DW2sFBYLgMXmt%2F2%2F17779.aac?alt=media&token=7359369c-f5e5-4083-9604-77ff88a85f2f,ataque
-MC4YzC7O9J6fz9zNF8C,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YzC7O9J6fz9zNF8C%2F1%2F16244.aac?alt=media&token=be91d500-8dde-4845-9c0f-2aabd6954b53,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4YzC7O9J6fz9zNF8C%2F1%2F17507.aac?alt=media&token=47b17394-f73a-416b-a7d0-4e2057135b30,ataque
-MC4Z2ZZ1HlGHVb20PpX,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Z2ZZ1HlGHVb20PpX%2F1%2F17751.aac?alt=media&token=b1a90aab-25e5-44a1-8315-6d2fa352b528,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Z2ZZ1HlGHVb20PpX%2F1%2F2741.aac?alt=media&token=def82bcb-41a6-4c3e-8b44-89da45248f22,resposta
-MC4Z2ZZ1HlGHVb20PpX,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Z2ZZ1HlGHVb20PpX%2F2%2F2741.aac?alt=media&token=a2a5d5bd-8eb0-4f63-91c0-4e77c30be28b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Z2ZZ1HlGHVb20PpX%2F2%2F17751.aac?alt=media&token=942881dc-20c4-4117-9175-aa75116ab20d,resposta
-MC4Z2ZZ1HlGHVb20PpX,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Z2ZZ1HlGHVb20PpX%2F3%2F17751.aac?alt=media&token=32a3e70d-3f9b-467f-b817-bd4a264b3bdb,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Z2ZZ1HlGHVb20PpX%2F3%2F2741.aac?alt=media&token=bb48f451-1201-4b67-b6a3-89331da66952,resposta
-MC4ZDNnvcS0FEehs7Uk,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZDNnvcS0FEehs7Uk%2F1%2F12934.aac?alt=media&token=dfd10a6b-a3b8-4c69-b4c9-8b90299cf837,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZDNnvcS0FEehs7Uk%2F1%2F9525.aac?alt=media&token=2530030b-de31-411e-909e-53c910199952,resposta
-MC4ZDNnvcS0FEehs7Uk,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZDNnvcS0FEehs7Uk%2F2%2F9525.aac?alt=media&token=dd01d5eb-51cd-4830-84e0-fc485a39fa9e,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZDNnvcS0FEehs7Uk%2F2%2F12934.aac?alt=media&token=aa7fe151-d4dc-411d-8683-671ffc4ee8ab,resposta
-MC4ZDNnvcS0FEehs7Uk,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZDNnvcS0FEehs7Uk%2F3%2F9525.aac?alt=media&token=910fd966-87b1-429e-bfe5-362798549309,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZDNnvcS0FEehs7Uk%2F3%2F12934.aac?alt=media&token=251d9a58-6ee2-4b88-a7fc-3a4d97a39fcd,resposta
-MC4ZJqpgFl8LY3DaEHE,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZJqpgFl8LY3DaEHE%2F1%2F17296.aac?alt=media&token=3f6f4c3e-d4d5-4d82-8f37-6b1134049d78,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZJqpgFl8LY3DaEHE%2F1%2F17015.aac?alt=media&token=b7523fea-586e-4734-9069-fbb85d01c8a0,ataque
-MC4ZJqpgFl8LY3DaEHE,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZJqpgFl8LY3DaEHE%2F2%2F17015.aac?alt=media&token=63bbe2bd-c159-4f2d-bfd6-e2f18f0655df,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZJqpgFl8LY3DaEHE%2F2%2F17296.aac?alt=media&token=0d61bdc8-d1f6-4f87-8b50-d8ecad5be69d,resposta
-MC4ZMJcPCdxzsyVokIn,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZMJcPCdxzsyVokIn%2F1%2F13268.aac?alt=media&token=26d4b0c2-2c7c-4949-9d26-a0aa8bf55ee2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZMJcPCdxzsyVokIn%2F1%2F3163.aac?alt=media&token=35732d16-a6ed-4586-9167-d43a1ae64796,ataque
-MC4ZXK3lT-Fw12C9M3v,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZXK3lT-Fw12C9M3v%2F1%2F17721.aac?alt=media&token=f1fd3329-5399-4f29-babc-6e831dbd033a,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ZXK3lT-Fw12C9M3v%2F1%2F4219.aac?alt=media&token=130dfd30-8743-43cd-a1c4-dcaaa1310472,resposta
-MC4_8SY9-8URsVzRJPh,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_8SY9-8URsVzRJPh%2F1%2F14091.aac?alt=media&token=8cefbfa6-37e4-4ebf-af33-d3ffd634ae53,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_8SY9-8URsVzRJPh%2F1%2F17779.aac?alt=media&token=235164d5-140f-4ae7-8146-80ac0ab7e3bb,ataque
-MC4_8SY9-8URsVzRJPh,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_8SY9-8URsVzRJPh%2F2%2F17779.aac?alt=media&token=81bc61f5-05f9-4f45-a019-964437342375,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_8SY9-8URsVzRJPh%2F2%2F14091.aac?alt=media&token=1bcf6945-20aa-4a88-a1a2-db5ccb5c7b99,resposta
-MC4_hTsAmYODdPl93V8,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_hTsAmYODdPl93V8%2F1%2F17685.aac?alt=media&token=dbe74c51-b963-434d-aef0-5a15f992d4e9,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_hTsAmYODdPl93V8%2F1%2F16864.aac?alt=media&token=d73119c7-92a0-4c85-b9a9-e5c21530b317,ataque
-MC4_hTsAmYODdPl93V8,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_hTsAmYODdPl93V8%2F2%2F16864.aac?alt=media&token=391301a9-4d1c-4e04-b7fb-6f998a3b4e80,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4_hTsAmYODdPl93V8%2F2%2F17685.aac?alt=media&token=a8566f7e-3602-43da-aeb1-52c0b3c40673,resposta
-MC4aFX8HPptPfntS1LP,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aFX8HPptPfntS1LP%2F1%2F5810.aac?alt=media&token=e526b451-a6ee-4486-809c-a162ddeeb546,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aFX8HPptPfntS1LP%2F1%2F17776.aac?alt=media&token=8516a0c1-87e4-4ef6-98ab-44d60245787a,ataque
-MC4aFX8HPptPfntS1LP,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aFX8HPptPfntS1LP%2F2%2F17776.aac?alt=media&token=691ffd7f-07ca-4468-aca3-1409da947ab7,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aFX8HPptPfntS1LP%2F2%2F5810.aac?alt=media&token=355806d7-1f39-4d4b-9744-05ee42b5b8c4,ataque
-MC4aKvmSJqSqglzkSyQ,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aKvmSJqSqglzkSyQ%2F1%2F2067.aac?alt=media&token=dc793867-2ae4-48a4-ab41-76bba73371e5,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aKvmSJqSqglzkSyQ%2F1%2F7987.aac?alt=media&token=e028d427-4641-4713-b038-8b9c58b9dd77,resposta
-MC4aKvmSJqSqglzkSyQ,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aKvmSJqSqglzkSyQ%2F2%2F7987.aac?alt=media&token=ad3b37fe-7d7e-4ca4-8f71-bbdc7ccff56b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aKvmSJqSqglzkSyQ%2F2%2F2067.aac?alt=media&token=897587a0-c98b-4d4e-9b1b-346307530a3e,ataque
-MC4aQNHUTQ5IyGu92nX,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aQNHUTQ5IyGu92nX%2F1%2F4219.aac?alt=media&token=4e4cfa22-c2a4-4643-b3a6-566200ee259f,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aQNHUTQ5IyGu92nX%2F1%2F17458.aac?alt=media&token=81c31b49-2691-491e-aca6-3920347fe3ac,ataque
-MC4aQNHUTQ5IyGu92nX,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aQNHUTQ5IyGu92nX%2F2%2F17458.aac?alt=media&token=ad75563e-326e-453b-b28f-4967edbd52f6,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aQNHUTQ5IyGu92nX%2F2%2F4219.aac?alt=media&token=880dbe28-cc62-4cd6-81f3-5d12f92fb26c,resposta
-MC4aRGb16fl7WZuYEHa,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aRGb16fl7WZuYEHa%2F1%2F17762.aac?alt=media&token=02148f94-fff5-4d6a-98df-04ec54086ef9,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aRGb16fl7WZuYEHa%2F1%2F4924.aac?alt=media&token=86034b5a-5712-4d8a-b862-d917b74d12d7,resposta
-MC4aRGb16fl7WZuYEHa,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aRGb16fl7WZuYEHa%2F2%2F4924.aac?alt=media&token=22300f0f-3474-4772-885d-e6ac74e8adaa,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aRGb16fl7WZuYEHa%2F2%2F17762.aac?alt=media&token=ce734fab-dab9-4a5a-9048-719ada6069c0,ataque
-MC4aVs4upHNie-fgepS,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aVs4upHNie-fgepS%2F1%2F3163.aac?alt=media&token=e280f3dd-8b56-4149-b531-52c7c4bcd55a,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aVs4upHNie-fgepS%2F1%2F2741.aac?alt=media&token=8113a06c-9f98-4696-b13a-fd2b5a1aac62,resposta
-MC4aVs4upHNie-fgepS,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aVs4upHNie-fgepS%2F2%2F2741.aac?alt=media&token=82c1b4b6-d673-4fde-a040-af7b61dfb988,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aVs4upHNie-fgepS%2F2%2F3163.aac?alt=media&token=89ff8439-31fb-4f1c-8944-3778e46a8103,ataque
-MC4aXmD638y9D1gBdtS,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aXmD638y9D1gBdtS%2F1%2F16906.aac?alt=media&token=136e929d-811a-4493-b335-8b24d01d1370,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aXmD638y9D1gBdtS%2F1%2F10239.aac?alt=media&token=e4823906-925a-428e-b99b-1b0cb0d58272,ataque
-MC4aXmD638y9D1gBdtS,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aXmD638y9D1gBdtS%2F2%2F10239.aac?alt=media&token=c8644c5d-5689-43af-87d7-c42a87b5b946,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aXmD638y9D1gBdtS%2F2%2F16906.aac?alt=media&token=f093786c-66f3-49fb-a286-92b10bb8574e,ataque
-MC4aXmD638y9D1gBdtS,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aXmD638y9D1gBdtS%2F3%2F10239.aac?alt=media&token=66124120-c5f6-4e4e-82de-ebfc5d20a994,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aXmD638y9D1gBdtS%2F3%2F16906.aac?alt=media&token=065d37c9-8b79-4cf8-b8d8-47c1cb679a19,resposta
-MC4aetX592xzR_owQ_B,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aetX592xzR_owQ_B%2F1%2F17667.aac?alt=media&token=69b47949-051e-4867-b2b5-48b2e26de45c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aetX592xzR_owQ_B%2F1%2F17494.aac?alt=media&token=83c2b16e-ed23-42b0-9eb2-f67a0883ac53,ataque
-MC4aetX592xzR_owQ_B,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aetX592xzR_owQ_B%2F2%2F17494.aac?alt=media&token=44234c9f-0ef4-413a-aa3d-b9aab0afe0cd,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4aetX592xzR_owQ_B%2F2%2F17667.aac?alt=media&token=11c41786-8c8f-4f55-9f33-4891dfdc5847,resposta
-MC4b38AP6-Kg8dH8y8w,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4b38AP6-Kg8dH8y8w%2F1%2F9525.aac?alt=media&token=f4a578fc-c676-427e-853a-9ec666da9a2b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4b38AP6-Kg8dH8y8w%2F1%2F14091.aac?alt=media&token=fe945738-b068-41e4-939a-649717f66274,ataque
-MC4b38AP6-Kg8dH8y8w,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4b38AP6-Kg8dH8y8w%2F2%2F14091.aac?alt=media&token=e9697d75-0e28-42fd-a37a-d95f62e4b2e1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4b38AP6-Kg8dH8y8w%2F2%2F9525.aac?alt=media&token=b0c38c8c-25bc-481a-94d9-3e5b06c2e463,resposta
