,feature,class_label
119,"[ 4.93492536e-09  6.78552237e-09 -9.86985071e-09 -4.93492536e-09
  4.93492536e-09  2.46746268e-09  0.00000000e+00  0.00000000e+00
  1.97397014e-08 -1.97397014e-08  0.00000000e+00 -1.97397014e-08
 -9.86985071e-09  0.00000000e+00 -1.23373134e-09 -3.70119402e-09
  9.86985071e-09 -2.46746268e-09  0.00000000e+00  7.40238804e-09
 -1.97014707e-08  0.00000000e+00 -9.85073534e-09  7.38805150e-09
 -2.46268383e-09  0.00000000e+00  2.46268383e-09  0.00000000e+00
  4.92536767e-09 -4.92536767e-09  0.00000000e+00 -9.85073534e-09
 -1.23134196e-08  1.16977485e-08 -1.23134192e-09  4.92536767e-09
  0.00000000e+00 -4.92536767e-09  7.38805150e-09  7.38805150e-09]",resposta
120,"[ 4.9063629e-09 -4.9063629e-09 -9.8127257e-09  9.8127257e-09
 -4.9063629e-09 -1.4719089e-08 -4.9063629e-09  0.0000000e+00
 -1.4719089e-08 -1.4719089e-08 -9.8127257e-09  0.0000000e+00
  4.9063629e-09 -1.3492499e-08  0.0000000e+00  1.2265907e-09
  0.0000000e+00 -2.4531814e-09  0.0000000e+00 -2.4531814e-09
 -4.9349254e-09  0.0000000e+00  0.0000000e+00  7.4023880e-09
 -4.9349254e-09 -4.9349254e-09  9.8698507e-09  0.0000000e+00
  0.0000000e+00  8.6361194e-09  7.4023880e-09 -1.4804776e-08
 -9.8698507e-09 -4.9349254e-09 -4.9349254e-09 -4.9349254e-09
  9.8698507e-09  0.0000000e+00 -1.3571045e-08  4.9349254e-09]",ataque
121,"[ 0.0000000e+00  4.9285496e-09 -9.8570991e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00  1.9714198e-08  4.9285496e-09
 -4.9285496e-09 -4.9285496e-09 -9.8570991e-09 -9.8570991e-09
 -2.4642748e-09  9.8570991e-09  0.0000000e+00  0.0000000e+00
 -4.9285496e-09 -9.8570991e-09 -4.9285496e-09  4.9285496e-09
 -9.9211892e-09  9.9211892e-09 -1.4881784e-08  9.9211892e-09
 -9.9211892e-09 -4.9605946e-09  2.4802973e-09 -1.4881784e-08
  7.4408919e-09  4.9605946e-09  9.9211892e-09 -4.9605946e-09
  9.9211892e-09  4.9605946e-09  9.9211892e-09  2.4802973e-09
  7.4408919e-09  7.4408919e-09 -1.4881784e-08  0.0000000e+00]",resposta
122,"[-4.9509374e-09  4.9509374e-09 -1.2377344e-09  9.9018749e-09
 -9.9018749e-09 -1.4852812e-08  0.0000000e+00  4.9509374e-09
 -4.9509374e-09 -4.9509374e-09  0.0000000e+00  9.9018749e-09
  4.9509374e-09 -9.9018749e-09  9.9018749e-09  0.0000000e+00
  4.9509374e-09  9.9018749e-09  0.0000000e+00  7.4264062e-09
  0.0000000e+00  4.9349254e-09 -1.9739701e-08 -7.4023880e-09
  4.9349254e-09 -3.0843283e-09  1.2337313e-09 -2.4674627e-08
  0.0000000e+00  0.0000000e+00 -4.9349254e-09 -4.9349254e-09
 -1.4804776e-08 -4.9349254e-09 -4.9349254e-09 -4.9349254e-09
  1.2337313e-09  4.9349254e-09  1.2337313e-08 -4.9349254e-09]",resposta
123,"[ 1.4881784e-08 -4.9605946e-09 -7.4408919e-09  1.2401487e-08
  9.9211892e-09  7.4408919e-09 -2.4802973e-09 -4.9605946e-09
  0.0000000e+00  9.9211892e-09 -2.4802974e-08  4.9605946e-09
  0.0000000e+00  7.4408919e-09 -1.4881784e-08  4.9605946e-09
  0.0000000e+00 -9.9211892e-09 -2.4802973e-09  0.0000000e+00
  4.9349254e-09  9.8698507e-09  9.8698507e-09 -2.4674627e-09
  4.9349254e-09  4.9349254e-09 -1.9739701e-08  1.9739701e-08
 -9.8698507e-09  0.0000000e+00 -9.8698507e-09  9.8698507e-09
  0.0000000e+00  0.0000000e+00  7.4023880e-09  4.9349254e-09
 -1.9739701e-08 -4.9349254e-09 -4.9349254e-09  7.4023880e-09]",resposta
124,"[ 0.0000000e+00  4.9605946e-09 -4.9605946e-09 -4.9605946e-09
  0.0000000e+00 -1.2401487e-08 -9.9211892e-09 -9.9211892e-09
  0.0000000e+00  8.6810408e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -9.9211892e-09 -1.2401487e-08
  9.9211892e-09  4.9605946e-09  0.0000000e+00  4.9605946e-09
 -4.9349254e-09  0.0000000e+00  0.0000000e+00 -9.8698507e-09
 -2.4674627e-09  9.8698507e-09  4.9349254e-09  0.0000000e+00
  2.4674627e-09 -4.9349254e-09 -9.8698507e-09  9.8698507e-09
  9.8698507e-09  0.0000000e+00  0.0000000e+00 -9.8698507e-09
 -9.8698507e-09 -4.9349254e-09  9.8698507e-09 -4.9349254e-09]",ataque
125,"[ 0.0000000e+00  4.9477267e-09  7.4215900e-09 -2.4738633e-09
  2.4738633e-09 -7.4215900e-09  9.8954533e-09 -9.8954533e-09
 -9.8954533e-09  0.0000000e+00 -4.9477267e-09 -9.8954533e-09
  1.4843180e-08  7.4215900e-09 -4.9477267e-09 -4.9477267e-09
 -7.4215900e-09  7.4215900e-09 -9.8954533e-09 -4.9477267e-09
  4.9349254e-09 -2.4674627e-09 -9.8698507e-09  4.9349254e-09
 -9.8698507e-09  4.9349254e-09 -4.9349254e-09  0.0000000e+00
  0.0000000e+00  2.4674627e-09  6.1686567e-09  0.0000000e+00
  0.0000000e+00 -1.9739701e-08 -4.9349254e-09  0.0000000e+00
  0.0000000e+00  7.4023880e-09  0.0000000e+00  7.4023880e-09]",resposta
126,"[ 4.9349254e-09 -4.9349254e-09  1.4804776e-08  1.2337313e-08
  4.9349254e-09 -1.4804776e-08  9.8698507e-09  4.9349254e-09
  0.0000000e+00  9.8698507e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00  7.4023880e-09  0.0000000e+00 -1.9739701e-08
  0.0000000e+00 -9.8698507e-09 -1.7272239e-08  0.0000000e+00
 -2.4770761e-09  9.9083044e-09  1.2385381e-08 -1.4862457e-08
  2.4770761e-09 -4.9541522e-09  6.1926904e-09 -9.9083044e-09
 -4.9541522e-09  0.0000000e+00  4.9541522e-09 -7.4312285e-09
  8.6697662e-09  9.9083044e-09  9.9083044e-09  4.9541522e-09
 -2.4770761e-09 -4.9541522e-09  9.9083044e-09 -4.9541522e-09]",ataque
127,"[ 2.4674627e-09 -4.9349254e-09  0.0000000e+00 -4.9349254e-09
 -1.1103582e-08  4.9349254e-09  1.5421642e-09  9.8698507e-09
 -4.9349254e-09 -2.4674627e-09 -3.7011940e-09  4.9349254e-09
 -9.8698507e-09  9.8698507e-09 -9.8698507e-09 -2.4674627e-09
  0.0000000e+00  0.0000000e+00 -4.9349254e-09  0.0000000e+00
  4.9190163e-09 -9.8380326e-09  4.9190163e-09  0.0000000e+00
  1.9676065e-08  4.9190163e-09 -1.4757050e-08 -4.9190163e-09
  1.4757050e-08  2.4595082e-09  0.0000000e+00  0.0000000e+00
  2.4595082e-09 -1.2297541e-08  0.0000000e+00 -9.8380326e-09
 -9.8380326e-09 -6.1487704e-09  2.4595082e-09  9.8380326e-09]",ataque
128,"[ 4.9349254e-09 -9.8698507e-09 -4.9349254e-09  2.4674627e-09
  7.4023880e-09 -7.4023880e-09  1.4804776e-08 -1.2337313e-08
 -4.9349254e-09 -4.9349254e-09 -7.4023880e-09  0.0000000e+00
 -7.4023880e-09  0.0000000e+00  1.2337313e-08  4.9349254e-09
  1.2337313e-08 -1.3571045e-08 -4.9349254e-09  2.4674627e-09
  4.9349254e-09 -9.8698507e-09  2.4674627e-09 -7.4023880e-09
 -9.8698507e-09 -1.4804776e-08 -4.9349254e-09  1.4804776e-08
  0.0000000e+00 -9.8698507e-09 -6.1686567e-09  0.0000000e+00
 -2.4674627e-09  0.0000000e+00 -7.4023880e-09  0.0000000e+00
  9.8698507e-09  9.8698507e-09  0.0000000e+00  0.0000000e+00]",ataque
129,"[ 7.4023880e-09 -2.4674627e-09  0.0000000e+00 -2.4674627e-09
 -2.4674627e-09  0.0000000e+00 -4.9349254e-09 -4.9349254e-09
 -4.9349254e-09 -9.8698507e-09  7.4023880e-09  9.8698507e-09
 -4.9349254e-09  9.8698507e-09  4.9349254e-09  0.0000000e+00
 -9.8698507e-09  0.0000000e+00  9.8698507e-09  9.8698507e-09
  9.8698507e-09 -4.9349254e-09 -4.9349254e-09  2.4674627e-09
 -4.9349254e-09 -2.4674627e-09 -4.9349254e-09  0.0000000e+00
  0.0000000e+00  4.9349254e-09 -4.9349254e-09  0.0000000e+00
 -1.3571045e-08  1.9739701e-08  9.8698507e-09  0.0000000e+00
  0.0000000e+00 -1.2337313e-08 -4.9349254e-09 -2.4674627e-09]",ataque
130,"[-4.9349254e-09 -7.4023880e-09 -9.8698507e-09 -1.4804776e-08
  0.0000000e+00  0.0000000e+00  1.9739701e-08 -9.8698507e-09
  4.9349254e-09  0.0000000e+00 -4.9349254e-09  9.8698507e-09
  9.8698507e-09 -1.2337313e-09 -4.9349254e-09  9.8698507e-09
 -1.4804776e-08  1.4804776e-08  1.4804776e-08 -9.8698507e-09
 -7.4023880e-09  0.0000000e+00  4.9349254e-09  0.0000000e+00
  2.4674627e-09  1.9739701e-08 -9.8698507e-09 -2.4674627e-09
  0.0000000e+00  9.8698507e-09  4.9349254e-09  0.0000000e+00
 -4.9349254e-09  0.0000000e+00  7.4023880e-09 -1.4804776e-08
  9.8698507e-09 -1.2337313e-08  4.9349254e-09  4.3180597e-09]",ataque
131,"[-4.9349254e-09 -2.4674627e-09  0.0000000e+00  4.9349254e-09
  0.0000000e+00  0.0000000e+00 -4.9349254e-09  0.0000000e+00
  7.4023880e-09 -2.4674627e-09  0.0000000e+00 -7.4023880e-09
  0.0000000e+00 -4.9349254e-09  0.0000000e+00 -4.9349254e-09
  9.8698507e-09 -1.3571045e-08  0.0000000e+00  9.8698507e-09
  4.9253677e-09  9.8507353e-09 -7.3880515e-09  1.2313420e-08
  1.2313420e-08  9.8507353e-09  1.9701471e-08  7.3880515e-09
  0.0000000e+00  0.0000000e+00  0.0000000e+00 -9.8507353e-09
 -2.4626838e-09  7.3880515e-09 -7.3880515e-09 -1.9701471e-08
 -9.8507353e-09  1.4776103e-08 -7.3880515e-09  9.8507353e-09]",resposta
132,"[ 2.4595082e-08 -9.8380326e-09 -4.9190163e-09 -3.6892625e-09
  7.3785249e-09  1.9676065e-08  4.9190163e-09  7.3785249e-09
  1.4757050e-08 -2.4595082e-09  0.0000000e+00  2.4595082e-09
  0.0000000e+00  3.6892625e-09  9.8380326e-09 -4.9190163e-09
  1.3527295e-08  1.3527295e-08 -9.8380326e-09  0.0000000e+00
  1.9739701e-08 -9.8698507e-09  0.0000000e+00  2.4674627e-09
 -1.4804776e-08 -9.8698507e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -8.6361194e-09 -9.8698507e-09  4.9349254e-09
 -1.4804776e-08  9.8698507e-09  9.8698507e-09  0.0000000e+00
  1.2337313e-08  0.0000000e+00 -1.2337313e-08  2.4674627e-09]",ataque
133,"[ 0.0000000e+00  4.9413176e-09  4.9413176e-09 -9.8826352e-09
  0.0000000e+00  7.4119764e-09  4.9413176e-09 -4.9413176e-09
  0.0000000e+00 -1.2353294e-08  0.0000000e+00  9.8826352e-09
  9.8826352e-09 -9.8826352e-09 -9.8826352e-09 -9.8826352e-09
  4.9413176e-09 -1.9765270e-08 -9.8826352e-09  9.8826352e-09
  4.9349254e-09  1.1103582e-08 -4.9349254e-09  7.4023880e-09
  4.9349254e-09 -4.9349254e-09 -1.2337313e-09  0.0000000e+00
  0.0000000e+00  1.9739701e-08 -9.8698507e-09  2.4674627e-09
  1.2337313e-08 -1.2337313e-09 -8.6361194e-09  1.9739701e-08
  1.2337313e-09  5.2433582e-09  1.2337313e-08  4.9349254e-09]",resposta
134,"[ 1.4187910e-08 -4.9349254e-09  0.0000000e+00 -8.6361194e-09
 -1.2337313e-08  0.0000000e+00 -1.2337313e-09  1.4804776e-08
  1.2337313e-09 -6.1686567e-09 -1.9739701e-08 -4.9349254e-09
 -9.8698507e-09 -7.4023880e-09  7.4023880e-09  9.8698507e-09
 -6.7855224e-09  4.9349254e-09  2.4674627e-09  3.7011940e-09
  9.8634709e-09 -1.2329338e-08 -9.8634709e-09  4.9317355e-09
 -9.8634709e-09  0.0000000e+00  9.8634709e-09  0.0000000e+00
  9.8634709e-09  4.9317355e-09 -9.8634709e-09  0.0000000e+00
  9.8634709e-09  2.4658677e-09  9.8634709e-09  1.4795206e-08
  1.2329338e-08  0.0000000e+00 -7.3976030e-09 -1.2329339e-09]",resposta
135,"[ 9.8698507e-09  4.9349254e-09  0.0000000e+00 -7.4023880e-09
 -8.6361194e-09 -4.9349254e-09  2.4674627e-09 -4.9349254e-09
  0.0000000e+00 -1.2337313e-08 -7.4023880e-09  1.4804776e-08
 -6.1686567e-09  1.4804776e-08  2.4674627e-09  0.0000000e+00
 -9.8698507e-09  7.4023880e-09 -7.4023880e-09 -4.9349254e-09
 -9.8826352e-09  4.9413176e-09  9.8826352e-09  0.0000000e+00
  0.0000000e+00  6.1766472e-09 -1.9765270e-08 -9.8826352e-09
  9.8826352e-09 -1.4823953e-08  9.8826352e-09  0.0000000e+00
  0.0000000e+00 -4.9413176e-09  0.0000000e+00 -4.9413176e-09
 -1.9765270e-08 -1.2353294e-08 -4.9413176e-09  0.0000000e+00]",resposta
136,"[ 9.9211892e-09  4.9605946e-09  9.6111519e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00 -7.4408919e-09
  0.0000000e+00  0.0000000e+00 -9.9211892e-09 -4.9605946e-09
 -1.9842378e-08 -9.9211892e-09  0.0000000e+00  4.9605946e-09
  9.9211892e-09  0.0000000e+00  1.9842378e-08  0.0000000e+00
  1.9752477e-08 -3.7035897e-09 -4.9381192e-09 -6.7899144e-09
  0.0000000e+00  7.4071793e-09 -1.2345299e-08 -7.4071793e-09
 -9.8762385e-09 -9.8762385e-09 -9.8762385e-09  0.0000000e+00
  3.7035897e-09 -9.8762385e-09 -3.7035897e-09 -3.7035897e-09
  9.8762385e-09  2.4690596e-09  0.0000000e+00  9.8762385e-09]",ataque
137,"[-2.4690596e-09 -4.9381192e-09 -4.9381192e-09  0.0000000e+00
  9.8762385e-09 -9.8762385e-09 -2.4690596e-09 -9.8762385e-09
  1.4814359e-08  0.0000000e+00  0.0000000e+00  3.0863248e-09
 -9.8762385e-09  2.4690596e-09 -4.9381192e-09 -6.1726495e-09
  0.0000000e+00 -2.4690596e-09  9.8762385e-09  6.1726495e-09
  0.0000000e+00 -4.9509374e-09 -7.4264062e-09  4.9509374e-09
  0.0000000e+00  2.4754687e-09 -9.9018749e-09  0.0000000e+00
  2.4754687e-09  7.4264062e-09 -3.7132031e-09  9.9018749e-09
  4.9509374e-09 -9.9018749e-09  0.0000000e+00  2.4754687e-09
  0.0000000e+00 -4.9509374e-09 -7.4264062e-09  4.9509374e-09]",resposta
138,"[-1.4757050e-08  9.8380326e-09  0.0000000e+00 -2.4595082e-09
  9.8380326e-09  1.9676065e-08  0.0000000e+00 -2.4595082e-09
 -1.4757050e-08  9.8380326e-09  9.8380326e-09  2.4595082e-09
  9.8380326e-09 -4.9190163e-09 -4.9190163e-09  0.0000000e+00
  3.9967007e-09  1.2297541e-08  6.1487704e-09  9.8380326e-09
  0.0000000e+00  0.0000000e+00 -9.8380326e-09 -9.8380326e-09
 -1.7216557e-08 -6.1487704e-09  4.9190163e-09  9.8380326e-09
 -9.8380326e-09 -7.3785249e-09  4.9190163e-09  2.4595082e-09
  0.0000000e+00  9.8380326e-09  4.9190163e-09 -4.9190163e-09
  4.9190163e-09 -9.8380326e-09  6.1487704e-09  4.9190163e-09]",resposta
139,"[ 0.0000000e+00 -1.4747541e-08 -2.4579234e-09 -1.9663387e-08
  4.9158468e-09  0.0000000e+00  0.0000000e+00  1.2289617e-08
 -9.8316937e-09  0.0000000e+00  4.9158468e-09 -2.4579234e-09
 -4.9158468e-09 -9.8316937e-09 -7.3737705e-09  9.8316937e-09
 -9.8316937e-09  0.0000000e+00 -1.7205464e-08  4.9158468e-09
  0.0000000e+00  2.4563409e-09 -9.8253636e-09  4.9126818e-09
  0.0000000e+00 -1.4738045e-08  4.9126818e-09 -7.3690223e-09
  9.8253636e-09  9.8253636e-09  9.8253636e-09 -9.8253636e-09
  0.0000000e+00 -4.9126818e-09  9.8253636e-09  2.4563409e-09
 -7.3690223e-09  9.8253636e-09 -4.9126818e-09 -9.8253636e-09]",resposta
140,"[ 4.9190163e-09  9.2231556e-09  0.0000000e+00  0.0000000e+00
  9.8380326e-09 -4.9190163e-09  0.0000000e+00  4.9190163e-09
  4.9190163e-09  0.0000000e+00 -9.8380326e-09  2.9514100e-08
  0.0000000e+00 -1.4757050e-08  6.1487704e-09  0.0000000e+00
  4.9190163e-09  2.4595082e-09 -9.8380326e-09 -1.8446312e-09
  1.9663387e-08  7.3737705e-09 -9.8316937e-09  1.9663387e-08
  4.9158468e-09 -9.8316937e-09  1.2289617e-08 -4.9158468e-09
 -4.9158468e-09  4.9158468e-09  4.9158468e-09  7.3737705e-09
 -4.9158468e-09  4.9158468e-09 -2.4579234e-09  9.8316937e-09
 -4.9158468e-09  0.0000000e+00  9.8316937e-09  0.0000000e+00]",resposta
141,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  9.85073534e-09  9.85073534e-09 -4.92536767e-09 -1.47761030e-08
  0.00000000e+00 -1.10820775e-08  0.00000000e+00 -9.85073534e-09
 -9.85073534e-09  0.00000000e+00 -1.47761030e-08  7.38805150e-09
  7.38805150e-09  0.00000000e+00 -9.85073534e-09 -4.92536767e-09
 -4.93492536e-09 -6.16865670e-10  4.93492536e-09  9.86985071e-09
  9.86985071e-09  0.00000000e+00 -2.46746268e-09 -2.46746268e-09
 -2.46746268e-09  9.86985071e-09 -9.86985071e-09 -1.97397014e-08
  4.93492536e-09 -9.86985071e-09 -9.86985071e-09  0.00000000e+00
  4.93492536e-09 -4.93492536e-09  4.93492536e-09 -9.86985071e-09]",resposta
142,"[ 9.9018749e-09  7.4264062e-09  0.0000000e+00  7.4264062e-09
 -2.4754687e-09  2.4754687e-09 -1.4852812e-08  6.8075390e-09
 -9.9018749e-09  0.0000000e+00  9.9018749e-09 -4.9509374e-09
  9.9018749e-09 -4.9509374e-09  0.0000000e+00 -3.0943359e-09
  4.9509374e-09 -1.4852812e-08  2.4754687e-09  7.4264062e-09
  2.4674627e-09  7.4023880e-09  4.9349254e-09  7.4023880e-09
 -7.4023880e-09  4.9349254e-09 -1.4804776e-08 -9.8698507e-09
  0.0000000e+00  1.4804776e-08  0.0000000e+00 -9.8698507e-09
  9.8698507e-09  1.2337313e-08 -1.2337313e-08  0.0000000e+00
 -2.4674627e-09 -9.8698507e-09  0.0000000e+00 -8.6361194e-09]",resposta
143,"[-9.8698507e-09  4.9349254e-09 -1.4804776e-08  1.9739701e-08
 -2.4674627e-09  1.4804776e-08  7.4023880e-09  1.2337313e-08
  1.9739701e-08 -2.4674627e-09 -1.9739701e-08 -9.8698507e-09
 -4.9349254e-09  0.0000000e+00 -9.8698507e-09  0.0000000e+00
  0.0000000e+00 -3.7011940e-09 -9.8698507e-09  2.4674627e-09
  0.0000000e+00 -8.6585219e-09  1.7317044e-08 -9.8954533e-09
  2.4738633e-09 -4.9477267e-09  1.4843180e-08  7.4215900e-09
  9.8954533e-09  9.8954533e-09  0.0000000e+00 -9.8954533e-09
  0.0000000e+00  1.2369317e-09  0.0000000e+00  9.8954533e-09
 -9.8954533e-09  4.9477267e-09 -1.9790907e-08 -4.9477267e-09]",resposta
144,"[-4.9477267e-09 -4.9477267e-09 -9.8954533e-09  0.0000000e+00
  1.2369317e-08 -9.8954533e-09  4.9477267e-09  1.2369317e-09
  0.0000000e+00  8.6585219e-09  9.8954533e-09 -2.4738633e-09
 -4.9477267e-09 -9.8954533e-09  9.8954533e-09  6.1846586e-09
 -4.9477267e-09  0.0000000e+00  4.9477267e-09  4.9477267e-09
  9.8698507e-09 -9.8698507e-09  0.0000000e+00 -4.9349254e-09
 -6.1686567e-09  4.9349254e-09  1.9739701e-08 -4.9349254e-09
  0.0000000e+00 -2.4674627e-09 -9.8698507e-09  0.0000000e+00
  0.0000000e+00  4.9349254e-09 -9.8698507e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00  9.8698507e-09  0.0000000e+00]",resposta
145,"[ 9.8380326e-09 -9.8380326e-09 -4.9190163e-09 -1.9676065e-08
 -9.8380326e-09  1.9676065e-08  0.0000000e+00 -2.4595082e-09
  9.8380326e-09 -1.4757050e-08 -4.9190163e-09  0.0000000e+00
  9.8380326e-09  0.0000000e+00  4.9190163e-09 -2.4595082e-08
  0.0000000e+00 -4.9190163e-09  9.8380326e-09  0.0000000e+00
  9.8698507e-09  1.9739701e-08  0.0000000e+00  1.4804776e-08
  0.0000000e+00  7.4023880e-09  0.0000000e+00  1.9739701e-08
  0.0000000e+00  0.0000000e+00 -9.8698507e-09  9.8698507e-09
  0.0000000e+00  4.9349254e-09  9.8698507e-09  0.0000000e+00
 -4.9349254e-09 -1.2337313e-08  9.8698507e-09  4.9349254e-09]",resposta
146,"[-4.9349254e-09 -9.8698507e-09  0.0000000e+00  9.8698507e-09
  0.0000000e+00  0.0000000e+00  9.8698507e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -9.8698507e-09  7.4023880e-09
 -1.7272239e-08  4.9349254e-09 -4.9349254e-09  0.0000000e+00
 -9.8698507e-09  9.8698507e-09 -4.9349254e-09  9.8698507e-09
  9.8570991e-09  0.0000000e+00  2.4642748e-09 -9.8570991e-09
 -9.8570991e-09 -1.9714198e-08  9.8570991e-09 -4.9285496e-09
  2.4642748e-09 -1.2321373e-08 -9.8570991e-09 -7.3928241e-09
 -4.9285496e-09  0.0000000e+00  2.4642748e-09  0.0000000e+00
  4.9285496e-09  0.0000000e+00 -2.4642748e-09  7.3928241e-09]",resposta
147,"[-7.4312285e-09  9.9083044e-09  0.0000000e+00 -6.1926904e-09
 -9.9083044e-09 -4.9541522e-09 -4.9541522e-09 -2.4770761e-09
  2.4770761e-09  4.9541522e-09  9.9083044e-09 -7.4312285e-09
 -2.4770761e-09 -7.4312285e-09 -4.9541522e-09 -9.9083044e-09
 -4.9541522e-09  0.0000000e+00 -5.5734213e-09 -1.2385380e-09
  0.0000000e+00 -4.9285496e-09 -4.9285496e-09 -1.8482060e-09
 -9.8570991e-09 -9.8570991e-09 -9.8570991e-09  3.6964121e-09
  0.0000000e+00  0.0000000e+00  7.3928241e-09  0.0000000e+00
  1.9714198e-08  0.0000000e+00 -2.4642748e-09  1.2321373e-08
 -1.7249922e-08 -4.9285496e-09 -8.6249612e-09 -3.6964121e-09]",ataque
148,"[ 9.8698507e-09  1.4804776e-08  0.0000000e+00 -4.9349254e-09
 -6.1686567e-09  9.8698507e-09  1.9739701e-08  0.0000000e+00
  9.8698507e-09  0.0000000e+00  9.8698507e-09  2.4674627e-09
  9.8698507e-09  9.8698507e-09 -9.8698507e-09  1.2337313e-08
  9.8698507e-09  0.0000000e+00  0.0000000e+00  0.0000000e+00
 -4.9541522e-09  0.0000000e+00  1.4862457e-08  8.6697662e-09
  2.4770761e-09  0.0000000e+00  0.0000000e+00 -4.9541522e-09
  7.4312285e-09 -9.9083044e-09 -4.9541522e-09  2.4770761e-09
  0.0000000e+00  4.9541522e-09 -9.9083044e-09 -7.4312285e-09
 -1.3623919e-08 -1.2385381e-08 -2.4770761e-09  4.9541522e-09]",resposta
149,"[ 0.0000000e+00 -1.2337313e-08 -4.9349254e-09  9.8698507e-09
  4.9349254e-09 -3.0843283e-09  1.4804776e-08 -4.9349254e-09
  2.4674627e-09 -2.4674627e-09 -9.8698507e-09  4.9349254e-09
 -9.8698507e-09  0.0000000e+00 -9.8698507e-09  7.4023880e-09
  0.0000000e+00  0.0000000e+00  6.1686567e-09 -6.4770895e-09
  2.4642748e-09  0.0000000e+00 -4.9285496e-09  0.0000000e+00
  1.2321373e-08  0.0000000e+00 -1.9714198e-08 -4.9285496e-09
  7.3928241e-09 -9.8570991e-09  9.8570991e-09  0.0000000e+00
  6.1606866e-09  9.8570991e-09  2.4642748e-09  7.3928241e-09
 -6.1606866e-09 -4.9285496e-09  2.4642748e-09 -2.4642748e-09]",resposta
150,"[ 4.9285496e-09  1.4785648e-08  9.8570991e-09  4.9285496e-09
  4.9285496e-09  0.0000000e+00 -9.8570991e-09 -7.3928241e-09
  0.0000000e+00 -8.6249612e-09 -2.4642748e-09  0.0000000e+00
  4.9285496e-09  0.0000000e+00  1.6017786e-08  4.9285496e-09
  0.0000000e+00 -4.9285496e-09 -7.3928241e-09 -1.2321373e-08
 -9.8380326e-09 -4.9190163e-09 -3.6892625e-09  4.9190163e-09
 -1.9676065e-08  0.0000000e+00  4.9190163e-09  0.0000000e+00
  1.4757050e-08 -9.8380326e-09 -4.9190163e-09 -4.9190163e-09
  9.8380326e-09 -2.4595082e-09  7.3785249e-09 -1.0452910e-08
  7.3785249e-09  0.0000000e+00  1.4757050e-08 -7.3785249e-09]",ataque
151,"[ 4.9285496e-09  9.8570991e-09 -9.8570991e-09  0.0000000e+00
 -9.8570991e-09 -4.9285496e-09 -9.8570991e-09  4.9285496e-09
 -4.3124806e-09 -1.1089236e-08  0.0000000e+00 -9.8570991e-09
 -4.9285496e-09 -8.6249612e-09 -1.4785648e-08  1.3553511e-08
 -9.8570991e-09  4.9285496e-09 -1.2321374e-09  1.2321374e-09
  0.0000000e+00  9.8380326e-09 -4.9190163e-09 -4.9190163e-09
  2.4595082e-09 -1.4757050e-08 -4.9190163e-09  6.7636474e-09
 -9.8380326e-09  4.9190163e-09  9.8380326e-09  0.0000000e+00
  9.8380326e-09  7.3785249e-09  2.4595082e-09  0.0000000e+00
  0.0000000e+00  4.9190163e-09  1.1682664e-08  0.0000000e+00]",resposta
152,"[ 4.9253677e-09  4.9253677e-09  9.8507353e-09  9.8507353e-09
 -1.4776103e-08 -9.8507353e-09 -1.9701471e-08  9.8507353e-09
  1.4776103e-08  1.9701471e-08 -1.9701471e-08  4.9253677e-09
  0.0000000e+00  9.8507353e-09 -4.9253677e-09 -9.8507353e-09
  1.4776103e-08 -9.8507353e-09 -9.8507353e-09  0.0000000e+00
 -4.9477267e-09  1.1132385e-08  4.9477267e-09  0.0000000e+00
  4.9477267e-09  0.0000000e+00 -2.4738633e-09 -1.8553975e-09
 -6.1846586e-09  0.0000000e+00  0.0000000e+00 -1.2369317e-08
  1.9790907e-08  0.0000000e+00 -4.9477267e-09  9.8954533e-09
  9.8954533e-09 -3.7107950e-09 -4.9477267e-09 -7.4215900e-09]",resposta
153,"[ 0.0000000e+00 -9.8698507e-09  2.4674627e-09  9.8698507e-09
  4.9349254e-09 -4.9349254e-09  9.8698507e-09  0.0000000e+00
  0.0000000e+00  2.4674627e-09  4.9349254e-09  4.9349254e-09
  1.4804776e-08  9.8698507e-09  1.2337313e-09  8.6361194e-09
 -1.4804776e-08 -4.9349254e-09 -9.8698507e-09  9.8698507e-09
 -4.9285496e-09  7.3928241e-09  0.0000000e+00  0.0000000e+00
  1.9714198e-08  9.8570991e-09  0.0000000e+00  0.0000000e+00
  7.3928241e-09  0.0000000e+00  1.4785648e-08 -9.8570991e-09
 -9.8570991e-09  0.0000000e+00 -9.8570991e-09  0.0000000e+00
 -1.2321373e-08 -1.9714198e-08 -2.4642748e-09  4.9285496e-09]",resposta
