Token,Round,Ataque,Resposta,Resultado,Ataque_text,Resposta_text
-MC578ddgqfE7w4ya538,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC578ddgqfE7w4ya538%2F2%2F4810.aac?alt=media&token=27e4ff24-e986-4191-ae82-a407e681076a,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC578ddgqfE7w4ya538%2F2%2F15613.aac?alt=media&token=8c06aa29-eb51-4512-a30b-a399e1d2564c,ataque,chega no grave pesado enquanto isso mano você sabe que eu arregaço fazendo flor ou dando show o tempo tá parando na minha frente eu tô vendo tudo muito não sei como te atacar o responder mas sabe quando é frio não posso retroceder rimando em HD não perco phd enquanto isso mano não faço verso triste e tudo que eu estou supondo com fome enquanto isso foi ele sempre vai ser meu sonho então te explico na moral daqui um tempo,vai irmão muito louco mesmo entendeu dia a dia em teria correrias mano da Periferia free Fire é f*** com sua minha cabeça dos irmão incomoda os pensamentos tira das andanças do Rap da coisa séria tira o movimento e deixa louco viajando nas ideia pode crer já tem o dom seu compromisso mas não deixa o teu ego vir aqui falar comigo teu Flow tá legal Pode crer é impossível tá mandando rap muito de compromisso mas querer crescer e subir não é tudo passa a tua mensagem aqui no frio
-MC57GV9M6xUbVgOFpo9,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57GV9M6xUbVgOFpo9%2F1%2F10670.aac?alt=media&token=90a33eaf-6825-4a22-ba1b-0633c1164aed,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57GV9M6xUbVgOFpo9%2F1%2F12934.aac?alt=media&token=7e8a883e-324a-4216-9ec4-f24e011d1965,ataque,salve salve Tio manda rima aqui na sessão humano sabe que o verso sempre é decoração para passar a visão e que é da rua tá ligado Vagabundo é nua e crua e eu não quero ser melhor do que ninguém só quero passar a visão também poder ser alguém para minha família e é bem assim que a gente chegar nessa rima Máximo Respeito humildade de chegar o bagulho é louco mesmo você tem que respeitar porque o hip-hop é muito mais do que falar bosta palavra na internet atrás de um celular te liga assim colega e ela tirou na tua cara sem plateia,satisfação mano aí sabe que eu faço sair com emoção você chegou aqui meu coração porque na rima não sou horroroso na verdade Eu rimo com a mente pois o coração é enganoso eu vou remando Tranquilão você também chegou aqui na relação passando uma visão porque sinceramente eu não sou Mané todos quer melhorar família meu mano todo mundo quer eu sei todo mundo quer isso daí só que eu vou remando agora Mc porque sinceramente tranquilo eu vou além sabe que eu também quero melhorar também
-MC57GV9M6xUbVgOFpo9,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57GV9M6xUbVgOFpo9%2F2%2F12934.aac?alt=media&token=ef505a7c-4438-4aeb-814e-1de6b6fd1983,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57GV9M6xUbVgOFpo9%2F2%2F10670.aac?alt=media&token=6f3d8109-fafc-4815-aedd-632ee58beb8d,resposta,aí então eu volto nesse segundo round quer mostrar que aqui é bem mais habilidade você é um pilar para mim você otario e rimando comigo no passado secundário porque eu vou remando agora é casada dando acabando com sua cara você é o pilako Na real eu vou chegar aí irmão tranquilo pesado instrumental seu papo de família também deu papo de rua só que você também quer a verdade é nua e crua porque sinceramente para você é um zé ruela você fala tanto da rua a pena que não representa a ela,eu ia aí você não sabe de onde eu venho não sabe quem eu sou se procura no YouTube vai saber quem eu sou eu represento a rua e a favela bagulho é louco mesmo sabe que eu represento com ela todo dia na correria quando eu desenvolvo um dinheiro e dividiria com meus irmão é assim a representação bagulho é louco mesmo é mais do que falar m**** para os irmão e é bem assim eu não quero ser melhor do que ninguém só quero Chris evoluir o coração responde às vezes ele é enganoso mais a mente fala muito mais do que falar dos outros
-MC57IQ4Yk-AMDE_tSTO,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57IQ4Yk-AMDE_tSTO%2F1%2F14914.aac?alt=media&token=c21fb59e-639e-43b6-82ef-adbf4a32f7f0,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57IQ4Yk-AMDE_tSTO%2F1%2F13580.aac?alt=media&token=8ad9a77f-377c-4a24-9b00-a2921138ae7e,ataque,satisfação anotou é nós de novo mano esse é o Tom Ele não tá pronto para fazer uma repitam eu não dou desconto Esse é o ponto que eu friso eu agilizo Tenho que ensinar a fazer improviso a camisa do respeitado família de rua só que minha rima presta muito menos a sua que tá fraca em cima não tá pronto porque não tem a rima que nem a minha que é raríssima p**** Responde a palavra que eu uso né lombro você não é Rambo é o Tom levar um tombo e sekai não decai,satisfação irmão satisfação Total você tá ligado agora alguém que mais rima tá ligado aqui Goiás para fazer só chacina tá ligado para essa fala do família aqui de rua vai tá ligado eu representar a tua você tá ligado não aqui é nós que tá no hip-hop interligado.com sonha alcançar Mas tudo bem parceiro agora vou te atacar na rima tá ligado peça que o toque põe o clima e põe o clima de Buriti atropelado Tentarei para dormir aqui na rima improvisada eu te atropelo te passou por cima
-MC57IQ4Yk-AMDE_tSTO,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57IQ4Yk-AMDE_tSTO%2F2%2F13580.aac?alt=media&token=960c1c78-dc98-431b-bfc0-dd80ec71fa0b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57IQ4Yk-AMDE_tSTO%2F2%2F14914.aac?alt=media&token=2b0241ca-9728-4508-8da3-fbcf3d91ef80,ataque,satisfação Amanda dependente do resultado mas é parceiro tá ligado Então demorou meu parceiro Laís agora hora de te atacar tá ligado meu parceiro que o tô na vala vai te deixar eu te deixo na vala pedido que a minha rima aqui te espancar tá ligado fala que eu tô top meu parceiro te boca oh toma toma toma então toma você na rima tá ligado meu parceiro que aqui ficou tão é por causa que assina Demorou né sabe como é que é no hip hop fica embaixo do meu pé,você tá rindo muito Irmão tamo junto só tô muito impressionado com a sua evolução última vez que a gente batalhou você só demonstrou o meu peguei agora tá ele mandou que só eu vi aquela remate você fez só que eu gosto dela sua voz então se não se satisfez você falou até de vala vou acender a vela agora para ti porque que é uma Caravela como fkiba de ser sua amiga aqui por cima com seu corpo você tá morto ou só o papo torto independente do resultado que nós irmão mano e aqui a gente manda for correto
-MC57IQ4Yk-AMDE_tSTO,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57IQ4Yk-AMDE_tSTO%2F3%2F14914.aac?alt=media&token=3d63eedb-3f71-473c-8908-bd2698ebe4ab,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57IQ4Yk-AMDE_tSTO%2F3%2F13580.aac?alt=media&token=079c6ff2-f2b5-4ba0-b314-b88cd4e0f9b0,ataque,aí tamo junto de novo entrar o boy se concentrar Esse cara é muito brava mas agora eu deixava eu vou ter que te atacar porque no meu parceiro eu não quero perder mas na verdade não quero ganhar veio remarque só para aprender Ganhando ou perdendo a gente sabe que tá evoluindo cristalli vai surgindo e a cena vai crescendo só cada vez que eu vou te batendo você sempre vai aprendendo o aprendizado da vida dele que faz quando eu me manda batido Pô você tá casado é debochado e agora vai sair chorando,hip hop Avenida Marabá Total satisfação e a Royal E aí tá ligado mano agora o Tom que chega tá ligado mano com aquela rima que não é igreja tá ligado evoluiu para carai cê tá ligado que eu fiz cara nunca pare nunca tá ligado hip-hop Rua é vida você tá ligado parceiro aqui na batida você tá ligado como se fosse Mas tudo bem aprendizado
-MC57OCnZReO8nB6cqJg,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57OCnZReO8nB6cqJg%2F1%2F11171.aac?alt=media&token=b32f5ed9-da67-404b-908c-ea844e758905,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57OCnZReO8nB6cqJg%2F1%2F17602.aac?alt=media&token=05a2538f-cabd-40f2-a35b-41c311f1b041,ataque,Olá Mano Ei mas não agora você sabe que você vai se ferrar sabe que eu chego agora no Beach meu mano sua filha kkk quando você sabe que agora eu chego fazendo ficar me mostrando a derrota Tava tendo esse cara te dou um balde de pipoca porque você é o Jubileu é fraco no detalhe com certeza né manda não manda uma pantiline já que agora não é meu mano você não tem tenho você é não passa de comédia de um desenho porque você é fraco não hein mano não tem previsão que faz um ano,satisfação Total ou na parada mano vou representar agora no primeiro round você falou que eu estou um pouco meio pacote mano Jubileu na parada de comandar para você mano instrumental eu não vou perder mano você falou de pantiline mano se ferrou eu não tenho isso por isso que eu ainda tô indo estudo mano eu errei agora perdi a batida porque meu telefone é uma muito uma porcaria Motors e f***** pros v*********** mano Cheguei meu telefone mais caro do proceder
-MC57OCnZReO8nB6cqJg,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57OCnZReO8nB6cqJg%2F2%2F17602.aac?alt=media&token=af1bc219-6bc3-46c5-9c98-be4b7c4f7cb7,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57OCnZReO8nB6cqJg%2F2%2F11171.aac?alt=media&token=784a5d8c-8464-4773-a44d-435a29e1ce6b,resposta,,aham satisfação moleque saber que eu digo fazendo o quê rap mas não vê que bateu aqui nesse bumbep não é porque você é da hora que eu vou pegar ele então sabe o que você pede mas não com certeza agora você pagou de nerd saber que você nem fez saber que agora né meu mano você é nessa esse cara aqui meu mano com certeza agora já chegou no remédio não acho que você perdeu o tempo da batida na batalha aí mano você tá perdendo o seu tempo sabe o que você é fraco né detalhe sabe com certeza você toma mais uma concessionária satisfação
-MC57PRt6OsfEGsdVfYH,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57PRt6OsfEGsdVfYH%2F1%2F17833.aac?alt=media&token=9e6ac278-bb77-4045-8430-83789e2f4896,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57PRt6OsfEGsdVfYH%2F1%2F17816.aac?alt=media&token=a5a36a2f-5518-4b5c-97c6-36dc98d8c77c,resposta,,E aí mano que p**** é essa presta atenção isso é rima isso não é brincadeira irmão você tá mandando na brincadeira brincadeira é um cavalo Então pega na feira na matriz Mult mandando vai assistir Netflix que você é nerd insano vai jogar free Fire que duelo não é para tu mano para com isso hein v************** e bate de frente p****
-MC57PRt6OsfEGsdVfYH,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57PRt6OsfEGsdVfYH%2F2%2F17816.aac?alt=media&token=dd00cc2a-dcc6-47dd-b342-c0ecc5c48c14,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57PRt6OsfEGsdVfYH%2F2%2F17833.aac?alt=media&token=c99911d3-0541-47c3-9788-f4309c79b50b,ataque,meu direito de ataque gratinada seu covarde o boneco está demais eu não gosto de perder a senha mas você tira onda em tomando no c* c****** vou te mandar você morde para de mexer com 7 é tudo dois vermelho ou v************** tô te mandando um alô,Léo paixão
-MC57TKgdB3vyX4EwtDE,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57TKgdB3vyX4EwtDE%2F1%2F17751.aac?alt=media&token=b5bdc9de-67bb-46c7-9322-f6875f97bd6b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57TKgdB3vyX4EwtDE%2F1%2F5079.aac?alt=media&token=98635156-3cce-4e71-9ef8-bc9a0ca95491,resposta,Ei ó chega na batida de repente tá entendendo agora te perturbando na chapa quente então se liga meu lado na batida de repetir porque desse jeito eu faço pelo jeito de gente chega na batida e minha mente é muito envolvente feio né na batalha com padre para te humilhar tá entendendo eu cheguei no rap para multiplicar e também parceiro moleque da postura pode atacar com os moleque mas eu nunca vou perder a luta aí meu mano aqui vou ali o seu só daqui perto da guerra mas nunca larga o fuzil satisfação é nós,satisfação meu mano tu tentou até acelerar neste verso seu mano tá ligado que o primeiro é o perverso meu mano chegou aqui mostrando no frio mostrando o meu irmão no que eu sou melhor do que ti olha que coisa louca mano preste atenção te matei no primeiro round e meio vacilão do Tá ligado moleque eu tô aqui de fuzil esperando Mc WS 7 no fuzil tu tá ligado mano Esse verso é o meu legado tu tá ligado que isso aqui é o Areal
-MC57TKgdB3vyX4EwtDE,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57TKgdB3vyX4EwtDE%2F2%2F5079.aac?alt=media&token=d54bbfaa-30be-4777-a59f-20602883bfc0,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57TKgdB3vyX4EwtDE%2F2%2F17751.aac?alt=media&token=eaae87cd-6845-4c59-a6b8-efc29eb9f173,ataque,satisfação wfs é o procedimento tá ligado mano nessa madrugada vou acabar com você tu tá ligado mano esse aqui é meu legado agora WS eu vou mostrar o improvisado Se liga meu irmão Essa é a batida tu tá ligado mano que tu não tem a disciplina olha que coisa louca preste atenção Mc Vitor vem aqui te ensina algo improvisado irmão tem que atenção que tu é o proceder wsws Mano v*********** tu tá ligado que isso aqui é gastação mano mó satisfação,te falar até de madrugada não é sacanagem de Madruga moleque me chame lá até para puxar só a chave da noite parceiro do conteúdo rap mano tá entendendo esse quer aí parceiro Disse até que v*********** tá entendendo nada que eu mando para você eu não mando mesmo Rápido meu verdadeiro com respeito tá entendendo especialista em cima aí parceiro mano te digo não tá
-MC57f4xe78GqG0tcBaO,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57f4xe78GqG0tcBaO%2F1%2F17200.aac?alt=media&token=2d78b721-e2a4-4a56-8c4d-7ba5b3dfe982,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57f4xe78GqG0tcBaO%2F1%2F14726.aac?alt=media&token=e4846597-2e9d-4e74-8c8e-551736ebfa50,ataque,eu vou cuidar aqui mano eu ia que você vai sair perdendo um porque eu posso até perder porque eu não sou muito boa mas você já é mais um pouco desenvolvida então eu vou mandar o papo recado é que você pode perder para mim um a zero mas não sei se você vai perder que é que tem ela quem decide é o juízo tchau,eu quero saber que eu sou mais desenvolvida Mas você também pode aprender igual eu que estou na desenvolvida só aprendendo com os erros caindo do cavalo e o machucando mas não tá doendo mas tá tá doendo sim mas tá tudo bem Eu tenho assim que eu tenho pode dar o primeiro para mim
-MC57f4xe78GqG0tcBaO,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57f4xe78GqG0tcBaO%2F2%2F14726.aac?alt=media&token=86648447-2c67-4316-a8b7-1f195a05ad42,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57f4xe78GqG0tcBaO%2F2%2F17200.aac?alt=media&token=c992b7c0-bd0e-4c3d-a976-aca5e988b3bb,ataque,na primeira eu fui muito ruim mas agora eu volto aqui nós desenvolver dura porque eu sou a Maria da da perna dura então pega a visão aqui é a Maria que pega a explosão eu não sou boba não e você vai perder é claro então se liga no meu proceder Eu não você,é tô nem aí com essa p**** de explosão fiquei toda rima que eu faço com você Você só fala explosão então eu não tô nem aí com p**** eu também vou falar olha que você vai querer então você não pode falar nada porque você foi mesmo foi lá ontem eu também fui mas ele aceitou dá o primeiro round para mim você pode sair com ele
-MC57f4xe78GqG0tcBaO,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57f4xe78GqG0tcBaO%2F3%2F17200.aac?alt=media&token=42f87083-f247-4e44-ab05-dd4009e74986,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57f4xe78GqG0tcBaO%2F3%2F14726.aac?alt=media&token=a79d66de-dd7e-4099-ad02-411f7ed170a4,resposta,Você conhece o nome de Mc Mc caraio dei o meu recado tô falando muito eu sei que ia dormir porque eu não sei não mas vou aprendendo e conhecer fazer então vamos olhar,você falou que tava aqui mas eu me irritei com você eu falei explosão mas todas elas Eu ganhei de você então se liga aqui pega a visão eu eu pus o meu nome de Mc pois eu me acho mas se não preciso da sua opinião não é da opinião de ninguém porque eu sigo meu sonho sem precisar de ninguém sempre fui trabalhar sozinha sem ninguém me ajudar e nem precisei de ajuda e é só no Google na tarefa
-MC57jGege-r1_PT5hrf,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57jGege-r1_PT5hrf%2F1%2F17469.aac?alt=media&token=ec217ada-ff31-4fdf-b501-64ca47d80910,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57jGege-r1_PT5hrf%2F1%2F13447.aac?alt=media&token=1fa86a77-2b2b-42db-9246-296eddbf050d,resposta,Ei Pega a visão já batalhei com esse Mc na primeira eu perdi mas agora bate palma para mim você tá ligado que eu sou Mc agora hoje tá aí para defender você tá ligado que aquela foi roubado esse pão hoje hoje era seu aliado mas agora eu que vou te bater volta para casa seu moleque vê se vai crescer cê tá ligado deixa rima para mim tá ligado que eu que sou Mc,o cara o cara mandou 10 tá ligado tá ligado tá ligado tô ligado meu irmão eu tô sim assistindo Mas você tá falando tanto tá ligado que eu quase todo dormindo é isso mesmo eu tipo perguntei da outra vez eu logo ganhei E aí Bob 57.com representa.com repente aqui eu desencalho eu chego na cama e eu logo estraçalho futebol nos dentro do armário e você fica trancado lá Cadu arrombado porque aqui o bagulho eu tô do outro lado do outro lado da ponte aqui nós não fiz
-MC57jGege-r1_PT5hrf,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57jGege-r1_PT5hrf%2F2%2F13447.aac?alt=media&token=069f1452-5432-4cc9-b335-cd5cec805a25,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57jGege-r1_PT5hrf%2F2%2F17469.aac?alt=media&token=ae22b50f-9838-4c50-8104-9601f97960c5,ataque,Ah está arrumando aqui na zona sul juiz de novo votar em mim beijar você parece que eu já vi essa cena antes eu ganhei você mandando várias cima elegante aí chegar aqui e os cara aplaude mano que vai ter que se esforçar muito para levar acontecer então se liga Ei vou remando aqui no Beach aqui cê vai ficar meu irmão até triste aqui o bagulho eu não deixou barato,visão você não é Mc entrou na batalha mas vai perder para mim tá ligado ganhou o primeiro round e daí se eu falo tá ligado sua mãe gosta ela que pede quando eu faço as propostas se você não gosta vai pegando a visão Por que você vai escutar isso todo dia você tá ligado que eu vou entrar para sua família
-MC57rDAveRzM4urrxyS,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57rDAveRzM4urrxyS%2F1%2F17847.aac?alt=media&token=a2ee9ad4-817b-4401-8554-6cf36dddc61c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57rDAveRzM4urrxyS%2F1%2F17848.aac?alt=media&token=4e5a394a-4b96-4eb4-9955-2fb4dc8dd0a4,ataque,Como ativar a gente não fala com ela tua boca que minha rima vai falando a tua cara que sabe como é que ele não v************** aqui é o mais perto que carregamento de site da Califórnia em Nova Iguaçu pegar o bagulho é muito grande sabe que deixa a gente tá quero ver a tua resposta você sabe que a sua fala é pura lorota Então cala tua boca que você é um trouxa a gente vai mandando a gente se f***,Trouxa é você Meu parceiro que liga meu mano que eu sou da Paraíba Agora eu vou ir lá no Detran para eu desligar o inventário improvisado você quer falar de trouxa eu te ligue meu irmão Lázaro eu vou aí eu vou aí te buscar se você bota na minha base e vou te matar agora é de cima agora eu pego o baixo e vou te pegar de quatro eu boto um abraço ninguém meu parceiro você não vai perder eu ficar até o terceiro eu vou matar é você você não aguenta nem deu o primeiro round você vai perder
-MC57rDAveRzM4urrxyS,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57rDAveRzM4urrxyS%2F2%2F17848.aac?alt=media&token=287231ab-2404-41b7-9bb2-8a86ccf819cf,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC57rDAveRzM4urrxyS%2F2%2F17847.aac?alt=media&token=a1505b7a-b196-401a-a25d-713feb44e000,resposta,Se liga meu parceiro já ganhei o primeiro aí você é muito fraco você ligar no meu canal que liga meu parceiro nem o que vou te falar você arruma muito mal discutindo meu papá você rimou muito muito muito fraco vai perder de novo no terceiro e no dia que eu vou falar aqui o bagulho é muito doido e você vai c**** eu já vi que eu vou mandar você é muito fraco não consegue parar eu não sei nem rimar,valeu valeu valeu vou fazer o meu filho vou te falar vê se aprende para poder você apresentar e fazer a gente desenvolve cê tá ligado que é tipo pagode Toca no coração e é desse jeito que deixar mais forte você perdeu o primeiro vai perder um segundo perna mais daqui a pouco a gente muda os assunto valeu valeu para eu sarar
-MC58rnZSHp6IyPVliqU,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58rnZSHp6IyPVliqU%2F1%2F17823.aac?alt=media&token=94c0a606-51aa-49bd-b381-ae276d957a40,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58rnZSHp6IyPVliqU%2F1%2F1469.aac?alt=media&token=e6c26f43-620a-467e-b493-b4700db46527,ataque,é desse jeito Menor Vou matando e agora você sabe que eu chego improvisando por isso agora você é um piolho e ele é pupilo e hoje eu furo o seu olho até na improvisação tá ligado eu chego desse jeito mano agora seis calor você é fraco Você tá de feio por isso mano tá descansei eu tenho você bola no meio o meu grupo e quem Recreio quando o jogo lá na escola pode ir embora pegar nas bolas,cemitério
-MC58rnZSHp6IyPVliqU,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58rnZSHp6IyPVliqU%2F2%2F1469.aac?alt=media&token=de696365-4774-45cf-9a05-fb0a4b71455c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58rnZSHp6IyPVliqU%2F2%2F17823.aac?alt=media&token=bcd6e3a2-a896-4804-b1d6-cf2dbdb119b5,resposta,tema de Mano aqui olha só incompetente e perdi o primeiro só que eu preciso de Deus vai ser diferente que manda de Mano aqui no caminho a foto do cara Ursinho Fofinho ter mandado preta aqui você usava sente dor e eu sou o que eu sou matador de homem que assim que matou o melhor do começo ao fim de semana se aposenta sem maldade preta só lamento para você,Ei aí na moral mano na moral menor presta atenção eu vou chegar aqui nesse refrão porque agora chegou na improvisada tô falando nada com nada não entendo é nada tá ligado porque eu chego na parada eu não entendo é nada parece que tua boca Tá furada antes no rabo do passado falou que é para o cemitério vou encontrar com tua avó que já morreu no adultério você não consegue vai treinar tentar de novo ano que vem rapar o que comigo você se fodeu e esse ano quem ganha sou eu
-MC58sQ3fuFpFMGE5RIX,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58sQ3fuFpFMGE5RIX%2F1%2F12934.aac?alt=media&token=1e9fc1e9-b0c4-471b-a92c-6b6f1cc28c24,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58sQ3fuFpFMGE5RIX%2F1%2F17842.aac?alt=media&token=c7d3f0a1-6fb3-4fd1-99ea-e3b581cf2214,ataque,que olha aí então o que começa essa batalha sabe que na real ele tá afiado tipo a navalha sinceramente Deixa eu te explicar e na batalha não tem estudo para vir me segurar porque eu vou remando contra o mk-auth aqui na rede ele vai apanhar porque para rir mas eu chego para avisar vai apanhar muito porque o verso não sabia elaborar Então tem que parar para estudar refletir um pouco para analisar e compreender as gemas e sabe é burro aprender mais obter conteúdo,é tipo assim tipo assim é isso aqui agora é minha vez de responder a sua rima maluca você é pai desculpa eu mando ele quebra barreira e boba Juca não entendi a fita por isso que agora e nunca chega e já complica vacilão para mim meu mano você resto por isso que agora eu mando esse frio está aí logo que eu presto tá ligado né mano que você não é cobra aí mano contigo Sinceramente eu tenho de sobra eu tenho de sobra para ser e também meu mano
-MC58sQ3fuFpFMGE5RIX,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58sQ3fuFpFMGE5RIX%2F2%2F17842.aac?alt=media&token=858c2f05-c462-4ad4-86ab-e010a5be8ec7,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58sQ3fuFpFMGE5RIX%2F2%2F12934.aac?alt=media&token=0c43efcf-0ad6-4ebc-b200-32c7635fa735,resposta,agora eu vou te atacar definir para você aqui nem vai dar porque o seu nível baixo então não vou me rebaixar entendeu sinceramente isso a Renata presa agora eu demonstro rima que não sai mesmo irmão sinceramente que não sai doença de Fabinho tu tá discutindo só ficar na defesa e defesa eu tenho descobre vou para tá aqui por isso que na base agora cidade está aqui sei que te corrói de fato tua escolha seu herói,aí Sinceramente eu vou ir com calma até porque quando o rímel estremece Até sua alma você falou até de bazuca minha agenda mas você não entende só que minha rima é potência um tiro o dia wm porque você também falou de bazuca a Rajada da minha arma certa bem na sua nuca porque sinceramente faça uma improvisado no campo de batalha e Michael álbum fácil então é muito fácil de acertar que o remo Tranquilão para improvisar acabando com você que rima não sabe articular
-MC58tQG-IklFS8feG2s,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58tQG-IklFS8feG2s%2F1%2F17215.aac?alt=media&token=cb96edf2-1aee-4ba4-ab39-af5b4ea010e1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58tQG-IklFS8feG2s%2F1%2F15613.aac?alt=media&token=e6198868-cfb5-459f-9b3f-88db96526699,resposta,satisfação papai E aí gente e aí eu vou chegando nesse pique assim já desenvolvendo porque é o começo indo vai chegar perdendo porque eu chego assim dizendo a verdade porque uma boa vista horário é na simplicidade porque eu vou esquecer de você sem fazer esforço e vou te ganhar sem causar o alvoroço porque eu sou filho no Mato Grosso então entendi não vai ter janta porque não teve almoço se liga agora eu já te ganhei Tá ligado mano que eu nem me precipitei,satisfação bem assim ó avião pega atenção agora vou te falar uma coisa que é puro Dom tá achando que tá mandando grosso agora nessa tua improvisação só tá ficando posto esforço nada a verdade não consegui desenvolvimento tu não tem um rap não conta aqui já respondi para das suas levadas muito fácil esse teu refri lixo não aguenta não esculacho eu falo para ti que é rap coisa de verdade de compromisso eu falo para ti que é conteúdo ensino para tirar os irmãos da droga do suicídio Não essa palhaçada que tu canta para mim
-MC58uQaemjqDynu7f_A,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58uQaemjqDynu7f_A%2F1%2F6913.aac?alt=media&token=9f16e059-ccf3-4880-87b8-e9c816debb41,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC58uQaemjqDynu7f_A%2F1%2F17816.aac?alt=media&token=851fb6e2-4c97-4daf-b81d-579b8b3f5761,resposta,aí na moral seu vacilão vou mandando a minha localização para te bater te deixar no chão obrigado meu parceiro que o remo dia inteiro eu vi mas até segunda tô ligando para você dar a bunda sem neurose para que você gosta de sentar no poste e tu é mó vacilão chupa rola mulher isso mesmo,de ser imaginada você faz v************** para c****** um bagulho vou te mandar não ter direito entendeu direito de me desrespeitar você fala fala fala entendendo na tua cara tu fala tanto que quando vê isso tu aqui caiu no Encanto p**** v*********** tu é gay
